Advertising MAC ID,Scanning MAC ID,PDU Type,RSSI,PAYLOAD DATA
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
17:ab:bf:f7:28:9e,,ADV_IND,-44,7302011a020a090aff4c0010050e18f56c11
